,Multi-dimensional point data,Label
10,"[0.5612472095386357, -1.4099857232110315, 1.0681322008591223, 0.34827063371155115, -0.8052554009445945, 1.0701047205507073, -0.10886539439347212, -1.0454639649618813, -1.1429515322554133, 0.28094658239598835, 1.5203720733759918, 0.0600317387352379]",0.0
11,"[0.4430151407463203, -1.5499313830803163, 1.2460314264393428, 0.4754942297164251, -0.691146044534865, 1.1076189156414304, -0.33482938159097225, -1.1306932306646287, -1.109996808725166, 0.8072707125983032, 1.6683620197205455, -0.6349076307022953]",0.0
12,"[0.20039730368141204, -1.5391798400560806, 1.5007596515233677, 0.7233116937444845, -0.5554069382087918, 0.9479882000730934, -0.41140628641768534, -1.1947602385481215, -1.09432753213473, 1.3824198277128827, 1.6237323693936745, -1.3343668868131338]",0.0
13,"[-0.11718139654566481, -1.4796632249408508, 1.654445121072295, 0.8983541917356823, -0.4620179618040297, 0.8099895538465051, -0.3132863448516655, -1.3184153661075195, -1.0843443132057717, 1.7926887109163097, 1.2335074669757178, -1.7784661327159101]",0.0
14,"[-0.4424587800164235, -1.4844762764951303, 1.7369605226290805, 0.9317998434577052, -0.37476999354572904, 0.7180811714916104, -0.378411077080459, -1.295525443986939, -0.9869195443324423, 1.9596540919335323, 0.7444648034751763, -2.189540314869446]",0.0
15,"[-0.676413047751448, -1.493244331441027, 1.767516921422636, 1.0242518421442186, -0.31537009820099865, 0.5560988406432188, -0.4125495211894339, -1.3184023271316605, -0.8965444768528762, 2.102653798160209, 0.3218076117201567, -2.424873332222442]",0.0
16,"[-0.6362522150940422, -1.5353924553753087, 1.8229768920628222, 1.0687823990516248, -0.28441470461859547, 0.5669358095747464, -0.6078906764084226, -1.2629736407547953, -0.7860262028834297, 2.0577283128748807, 0.14811356525504904, -2.6266196967004563]",0.0
17,"[2.034558301639784, 0.23139256629218127, 0.46879519177849316, 0.07271085195318297, -1.5656616848546774, -2.2109638201631334, 1.9354696677645506, 1.6635853738837036, -0.5321443596150282, 1.0866355597141613, -0.4546435537161253, -0.9352581761935386]",0.0
18,"[2.324070768519579, 0.22585915337343476, 0.5237942677809981, -0.060594414520226784, -1.0581670044345075, -1.8890088474890674, 1.6052862841205462, 1.6615121767221133, -0.7238288970941581, 0.9461723335688942, -0.653306434114953, -0.6640287442387212]",0.0
19,"[2.2366305176382877, 0.05893087197970388, 0.5831550552884467, 0.09928987341363812, -1.0098894026212282, -1.8536299469849813, 1.5907083887073834, 1.463306704688538, -0.9197137939708855, 0.629301882402295, -0.3472141133219915, -0.19963982669625766]",0.0
20,"[1.755790759574913, 0.07375515058531774, 0.30982011688452205, 0.2610234134725287, -0.8685689004018481, -1.7534106631507247, 1.7500475610565125, 1.2895558318786304, -1.101478244175329, 0.11925274717073495, -0.02626538669916429, 0.2359087718726507]",0.0
21,"[1.2016079987053876, 0.014481981692982808, 0.4774209417525805, 0.42965894234222257, -1.03648202962476, -1.1381597206369674, 1.7282798423389434, 0.8970239831295509, -1.1581620521581355, -0.167893045959982, 0.4048524022742195, 0.25844480001530307]",0.0
22,"[1.3133540507551078, -0.156323480119473, 0.5680340484336596, 0.5834509522427811, -0.8212117134786258, -0.9223693618226967, 1.6191703087184859, 0.47971156076032717, -1.2024468032418218, -0.09506627977914427, 0.2748512971582354, 0.7130149657464181]",0.0
23,"[1.7790004967904365, -0.4396968790297744, 0.6545418353287699, 0.5936200710029605, -0.4161923452578626, -0.8526512957603058, 1.2234723035304673, 0.42439370567826395, -1.3523550207003598, 0.06954315354680418, 0.07100126489338689, 0.9872969063363133]",0.0
24,"[1.7691446664053967, -0.4873025883707532, 0.49256941914868635, 0.9868566404725712, -0.3372943808821608, -0.6651780135230726, 1.1316236324753681, 0.24040723681899415, -1.3251200250472015, -0.3419714031485606, 0.6857039413657279, 1.2666422069470056]",0.0
25,"[2.1236572237689573, -0.4048760873124554, -0.012558894620476182, 1.4838104424151803, -0.29801107337452015, -0.630427140838586, 1.286383257444025, -0.0319704493888452, -1.147417044600955, -0.8521108045751888, 0.7707933762475621, 1.6688215419799284]",0.0
26,"[1.8039680174197954, -0.3386527283025603, -0.15525309535953521, 1.7730469110179066, -0.4031114088403699, -0.18172917608252537, 1.0495354108877404, -0.3814997557547441, -0.9433376589996567, -1.104477032746217, 0.758737025211393, 1.5082704572417793]",0.0
27,"[1.974749939613799, -0.45739262578903994, 0.29447629341681614, 1.4627438187805668, 0.027245140473887517, -0.4454589917928651, 0.6840769566564908, -0.470816740389307, -1.0210064288626435, -0.26961402118207656, 0.22452081584851422, 0.8719265725529675]",0.0
28,"[1.8353457631354315, -0.4911458459551403, 0.7731382667665481, 1.6723316193750166, 0.08723778300781478, -0.3488822693122835, -0.03100648063196582, -0.7673621683519146, -0.8406140399443887, 0.5469791125003071, 0.43624726123807805, -0.42692943850637755]",0.0
29,"[1.0735784008021236, -0.1781637990504793, 0.4002745048824261, 2.246915116164545, 0.026173777541860906, -0.13330125310454582, 0.1928758941198651, -0.8951050148431279, -0.8253614322721516, 0.3449453146991784, 0.9914638815536823, -0.7194539677937415]",0.0
30,"[1.1641727506117237, -0.4759703662410882, 0.9559852420665124, 2.0823104619077184, 0.13536811843868504, -0.2620678903830265, 0.11993355070622508, -1.0299606226654587, -0.794902513474144, 0.5931954043751073, 0.6022361209507469, -0.6329330108730757]",0.0
31,"[0.642813607055285, -0.43119621583689294, 1.1687873165333886, 2.1947046823631515, 0.09312843830418073, -0.31811588423880904, 0.08613873785812266, -1.288008474404191, -0.5017275285865352, 0.767851465212121, 0.24550108252214828, -0.623385995735473]",0.0
32,"[0.5893309332681448, -0.5218799338651775, 1.085624831114428, 2.611829487696382, -0.09472824075649047, -0.10342806315227918, -0.267358705177377, -0.9305905876435606, -0.3659229226924749, 0.7273038903875892, 0.694839371933652, -1.3687506339311035]",0.0
33,"[1.707150006601009, -0.7666351790731707, 1.1744981368453196, -0.3650173800196746, -2.975012009488918, -0.7712170218189482, 1.9643280853843519, 0.36107643890666735, -0.4948377607169293, 1.3995072184392494, 0.17995159835891714, -1.1717596612436414]",0.0
34,"[1.33965958562485, -0.8828288685234726, 1.1587910917757325, -0.41859618967648937, -2.791617501815244, -0.32438918434791625, 1.868051857698782, 0.4429938047412134, -0.5322748317005247, 0.8162883054855933, 0.18530997659721446, -0.9399411048710913]",0.0
35,"[0.9472628603571268, -0.42669645163502734, 0.6376627138295828, 0.037599812562159975, -2.611856792127516, -0.4707406005751733, 2.1300773024074466, 0.4195692846104117, -0.5194254356675941, 0.2554102758112596, 0.2595617893279059, -0.5426439720764681]",0.0
36,"[1.7388163436233937, -0.7184068859490513, 0.775668608850242, -0.15826179921900188, -2.177189019468231, -0.878826099663822, 2.1070143581681275, 0.6831587010892445, -0.9886325165517029, 0.3990237921643987, 0.14513221194953024, -0.45808857709589706]",0.0
37,"[1.6693503755442773, -0.8768823952101426, 0.868439679166027, -0.18264859062684533, -1.899967417902127, -0.8276697447140281, 2.1043313910159314, 0.5656710091111818, -1.2954776089777846, 0.5743478228449155, -0.036488608338021006, -0.5135228585400422]",0.0
38,"[1.4680302459815446, -0.871478687246217, 0.7751130934591295, 0.227397433149404, -1.7595305139772022, -0.612660931630814, 2.01163025010213, 0.37187923040589876, -1.255220657436684, 0.008721791310006577, 0.24905654778177036, -0.10610806359295004]",0.0
39,"[1.083332203957504, -0.8001449530163762, 0.7399965848066616, 0.4117958032683608, -1.4817235285410224, -0.35410885638872536, 1.5684913060332886, 0.181314598225733, -1.1233596755461794, -0.2721775811220069, 0.33622084341001285, 0.2552383072651026]",0.0
40,"[0.9172989205381914, -0.7780611878624756, 0.8453277970698528, 0.19040178308411962, -1.0146166534965617, -0.3723635316784074, 1.36169797821638, 0.0953355914110897, -1.389143940033424, 0.007566384013136668, 0.31919892757782775, 0.6319468580789183]",0.0
41,"[0.9877297747035096, -0.8359475114686478, 0.8660802648949836, 0.12179205414722027, -0.8423039410991763, -0.09776883468900227, 1.0039778356482374, -0.03564744058110025, -1.4573177090938259, -0.1182556652921057, 0.7232931661501745, 0.8274976263955277]",0.0
42,"[1.208668282997776, -0.9697810747746003, 0.9287588833372632, 0.20239540298485983, -0.738337556777877, 0.2331111111102563, 0.6512469546562223, -0.2982850118222215, -1.436446384191336, -0.024035810880159394, 1.0098153198058961, 0.7415926059353525]",0.0
43,"[0.7601070253347391, -0.8152585734442832, 0.7465925670055301, 0.57104010146106, -0.43384958450871963, 0.15391680305880243, 0.6707678535911645, -0.5756175088565039, -1.333958456645352, 0.1586629679374104, 0.8998980609439813, 0.8145357870578527]",0.0
44,"[0.8744649744637251, -1.0426772548448229, 1.0985787174874027, 0.6436771691559025, -0.3449080528527138, 0.7335446120275186, 0.1016814441191193, -0.5801615919433862, -1.1761503648488478, 0.1551786928077868, 1.0928802546390501, 0.29697706035245897]",0.0
45,"[0.12878584871575666, -0.840984054637388, 0.9047984667425762, 1.252173050517365, -0.3523339601856952, 0.8778305145369829, 0.053850615923075995, -0.8179468751971388, -0.9822520106932286, 0.19457988695495518, 1.2491394275506003, -0.35125077486816964]",0.0
46,"[0.3685440082865141, -1.2077657213409392, 1.330097387439453, 1.1039323328468071, -0.2235126921732917, 0.4138854299384317, -0.11298236123046239, -0.857793985422427, -1.0071721790230619, 1.0440750487396135, 0.714288673396344, -1.184966063587688]",0.0
47,"[0.2758187469088974, -1.3556992109663517, 1.5691887699483726, 1.2995782574776313, -0.20056858979394626, 0.1425146090896355, -0.5148723374076619, -0.8414561486710245, -0.8065987046223633, 1.3473423843094698, 0.4315032835120666, -1.826273671516923]",0.0
48,"[0.17738870586150185, -1.439127433368036, 1.810926481270998, 1.6040189022516969, -0.11383237221451749, 0.005143990682646292, -0.8996732666499395, -0.7339628316889316, -0.5991733413446221, 1.4145816730156, 0.24193554512298052, -2.3877450446996393]",0.0
49,"[0.7803171619982942, 0.5420878150703068, 1.2882170210578354, -0.3113148154405348, -2.10668155723029, -1.7998707656272934, 2.6944652152164097, -0.8924841806954567, -0.4740758640151784, 2.378380917614828, -0.5437719165557738, 0.15598195823488323]",0.0
50,"[0.9159696514889225, 0.6246280573966783, 0.40129701947595725, -0.08968389297641467, -1.6171828287405183, -2.115210511934915, 2.2883459312130885, -0.5109767860352126, -0.5196400832921207, 1.7196543324868159, -0.23459752106183673, 0.20437825982901195]",0.0
51,"[1.0783707655323824, 0.5145145371362143, -0.06941986286791856, 0.2526469731585979, -1.4610804633868197, -2.1599121365166063, 2.485801740345138, -0.0651807209018717, -0.49157174980256507, 0.9654802726939329, -0.542784846880298, 0.3434530894521172]",0.0
52,"[1.2829528513804918, 0.08894858944696057, 0.37413475867645174, 0.04404567608782308, -1.6029716228380353, -1.903823325944723, 2.540273903486888, -0.19823043056772258, -0.7379914315359567, 0.7189091342462681, -0.6967173555567978, 0.8250882278883149]",0.0
53,"[1.3256585346519585, -0.19114427183679217, 0.4453597677512312, 0.22295639936540348, -1.5591267391352714, -1.9041931645495982, 2.3762428427681552, -0.32004706253099313, -1.0145754176807509, 0.7782501308839511, -0.2983138758277556, 0.8294903620029969]",0.0
54,"[1.5470459627567241, -0.4358296759152664, 0.22973433209326155, 0.7497881754121563, -1.2549811612052153, -2.2949171834697717, 2.2173133846146813, 0.008085284450187911, -1.295439729985221, 0.5917872517320472, 0.2883479641494355, 0.752643230667682]",0.0
55,"[1.0430489386245074, -0.5599732813656714, 0.4768074329964617, 1.1721319026125725, -1.0919977741334492, -2.0041054125609397, 1.5900541676530304, -0.15895051579230354, -1.217219610341588, 0.7759483429097178, 0.9909703467159444, 0.49884117738909595]",0.0
56,"[1.3345553090782056, -0.28709800195249424, 0.02428215357033532, 1.2578198108303018, -0.7112442240741538, -1.5335311454221752, 1.3724694965860336, 0.0008486528484094653, -1.2392146786901284, 0.4070935900034752, 1.2313117405547613, 0.500199860757825]",0.0
57,"[2.143223131353809, -0.45698754723782997, -0.08317649950387442, 1.0848882182284738, -0.45716553450364816, -1.2782587710157707, 1.310073989563784, -0.12319764398676036, -1.3637608062389257, 0.046949524921291695, 1.1021365508815224, 1.106435321995601]",0.0
58,"[2.015829017338134, -0.14473184808016615, -0.3159496575094813, 1.0310866497114741, -0.18008751766039374, -1.1154948944363223, 1.1840141831714488, -0.3916831959006702, -1.4273722610839013, -0.03179870365600475, 1.3068830035659356, 1.1103483300975407]",0.0
59,"[1.7590352254780623, -0.08096689682933933, -0.1283197557376859, 0.8241295251801581, 0.027274593750369273, -0.9649217356439818, 0.9421176003977315, -1.0821686820051362, -1.2740254728559874, 0.25440832104600514, 0.7093936135771476, 1.2814971451117765]",0.0
60,"[1.8465162872512173, -0.34104329039295284, -0.22958532788570218, 1.082802063823569, 0.33394947179830264, -0.8885116842594178, 0.8718185743754174, -1.6225038416045934, -1.10880151607094, 1.0385778374599743, -0.2752587484077132, 0.8826420553876774]",0.0
61,"[1.7633145389963227, -0.673626749162326, -0.10698430198012392, 1.379134993257895, 0.4147398091879619, -1.2253299819973305, 0.7778155996463878, -1.3684067995511564, -1.3771952222681145, 1.4998290676377903, 0.08685481253827407, 0.14395308147706876]",0.0
62,"[1.5584088810770091, -1.0975943327160167, 0.32223680156059675, 1.6383803403989237, 0.07709112925982435, -1.0481493779146391, 0.3248699480557271, -1.2561086199649998, -1.3018370709515017, 1.5547741005756632, 0.6080376733290537, -0.6228696960553559]",0.0
63,"[1.1894463529300592, -1.1813637789219222, 0.32692815956136545, 2.249552863937527, -0.291634439016204, -0.22781246186733467, -0.20600730852470125, -1.4520192322473804, -0.7936482979425968, 0.9823149180741091, 1.1300766659812156, -0.9470696636123564]",0.0
64,"[1.3684516698345615, -1.4970875890254145, 0.7999800379173352, 2.047100418578835, -0.1067304509228362, -0.5969113895326442, -0.406529365830689, -0.9869645997702078, -0.8750586705154673, 1.487218880186795, 1.0433958330511655, -1.5852160682370153]",0.0
65,"[0.8940979285137814, -1.577345024146937, 0.9770307289990433, 2.209841677290943, -0.20379004190914635, -0.15879220449338713, -0.637086116995618, -0.9658610173423184, -0.4800986238327754, 1.2985083727776985, 0.8360205519453316, -1.7473160520155155]",0.0
66,"[0.473229776043846, -1.6846888447567625, 1.1209641563798147, 2.264088763528312, -0.3827812847487868, 0.434275399814751, -0.8014145509208749, -1.1217354542494544, -0.1948698098295996, 1.0677247918474215, 0.6201947457606793, -1.799824635272331]",0.0
67,"[0.12238728388429782, -1.7602928651914782, 1.342468287879997, 2.258562222282776, -0.42903765546350064, 0.5043005017000571, -0.9062947767152106, -1.0844048663649648, -0.07507118268209474, 1.0315099943861523, 0.36891500837526303, -1.9761907944224861]",0.0
68,"[0.011839323017141811, -1.85391589704209, 1.4591173631665126, 2.263349769849286, -0.37060235492355015, 0.4914119752245055, -1.0296385744879588, -0.924423152062225, -0.0024445276070053415, 0.8457331383167649, 0.1617411700603428, -2.0873763834301466]",0.0
69,"[-0.008945081196206767, -1.9372263872540136, 1.4884406398830932, 2.366932639835189, -0.3676459822966865, 0.5679266979123363, -1.1756422105978483, -0.8393047176542796, 0.08753491483911967, 0.5607356806286656, 0.0700645559156394, -2.120292752509889]",0.0
70,"[1.139385963932046, -0.24590769922304456, 0.36125717936269586, -0.001160229109984452, -1.5085738717137704, -1.4360263373859636, 2.595730702356907, 1.2275685406446581, -0.7693341934937794, 1.4058348787135138, -0.025399182698236534, -0.9097602183070567]",0.0
71,"[1.3944977640346, -0.3628516819504645, 0.5060757686304048, 0.25965857347203175, -1.1794813686036045, -0.9485511438130974, 2.4032245050401153, 0.7149998801370696, -0.995993667439877, 1.3668669623026717, 0.15172946335194518, -0.8125237785516812]",0.0
72,"[1.5924597402097058, -0.4469503791955312, 0.2993782589010287, 0.5681265570040405, -0.93813385779237, -1.3032263658882792, 2.56838558394364, 0.04418368911599625, -1.2028971423756323, 1.3496712521422234, -0.15600461618696085, 0.09571982188718754]",0.0
73,"[1.0710218899332447, -0.4136221921890747, 0.45262725207122484, 0.544712125700178, -0.7611086211578917, -1.1618363694358556, 2.0925421954506183, 0.15818345505176015, -1.186398736725751, 1.0537335316118863, 0.013328193854870983, 0.4660697345353514]",0.0
74,"[0.9037380441846851, -0.43854150720144613, 0.3699989160667956, 0.6610063941363056, -0.7871674075251908, -0.4425281953014023, 1.8656993052205022, -0.02075041066212384, -1.2312474639209385, 0.23881934915776706, 0.7481512065488921, 0.807506865096961]",0.0
75,"[1.3481220155591205, -0.620872750845377, 0.4336298466081253, 0.7359806619356261, -0.7317142512290254, 0.15502631887342774, 1.186703758617123, -0.046502387983767914, -1.259029600577792, -0.2228380788978547, 1.6236316479982178, 0.7615561935665445]",0.0
76,"[1.769415767329919, -0.6782242909455183, 0.5128243649477109, 0.9186393914321878, -0.41824302963291005, 0.35799793208099107, 0.6782682666890519, -0.06621731948266703, -1.25708935440315, -0.19550547503127386, 2.094060997618358, 0.6377891965644531]",0.0
77,"[1.1644438515362454, -0.4854707553165126, 0.2430728060446987, 1.338776745160298, -0.2605133707535905, 0.2401380446028824, 0.8758628499841462, -0.7992163863755988, -0.9624791765750801, 0.3962887264538393, 1.3322345788023913, 0.6625262917644468]",0.0
78,"[0.6514217901747826, -0.6764203943430852, 0.45100649013341865, 1.4471047324536284, -0.19254625361220779, 0.10615179833484431, 0.6959520600370227, -1.2315171114948122, -0.9273779767995675, 0.9852666226528317, 1.1111813321935355, 0.12981371655316182]",0.0
79,"[0.27199126826484, -0.7603993639375476, 0.5925347190076152, 1.522216898594968, 0.06158029753258071, -0.48944885151234385, 0.28732823280542014, -1.1260057188432968, -0.9841122901057918, 1.3443455466332133, 0.7369106988159225, -0.29156834342446497]",0.0
80,"[0.48709381902262383, -0.9859522894495089, 0.890690817634214, 1.4327951275779518, 0.028121375449221914, -0.7089515525491339, 0.0872555394559578, -1.0515401277122036, -1.0576859199949684, 1.7473028680361347, 0.5205309249562584, -0.7083761693940372]",0.0
81,"[0.3026810589462056, -0.9513809303376146, 1.0799018016730217, 1.3933173073563232, -0.15074469096537071, -0.1270070187347853, -0.30980377418859356, -0.8982017716096548, -0.9345118537323605, 1.120692995113306, 1.0982285607378017, -0.8964360634043872]",0.0
82,"[0.3335282630676155, -1.1495242057046422, 1.4492645956801877, 1.0135488092905804, -0.14132700581030558, -0.027597192979123154, -0.39163427233056713, -0.9194487827719935, -1.0868401179380112, 1.6887381606760363, 1.0020698444952745, -1.2298569620904956]",0.0
83,"[0.19399582378624858, -1.0489769247274345, 1.3600982708418965, 1.315203200384875, 0.026041237797692744, -0.02276835685509389, -0.6863773780503689, -0.9597848545919964, -0.8284590921084557, 1.5816824533254248, 0.9963690135124244, -1.3470388736988135]",0.0
84,"[-0.053650498168985934, -0.8270836744022679, 1.2447036836089367, 1.5874039199658543, 0.08442499510379997, -0.21874792700445334, -0.5362898165708805, -1.2761495258603757, -0.551247998197888, 1.7135703909392346, 0.4960858422789133, -1.210636121367542]",0.0
85,"[0.15244450574177848, -0.9831646306512799, 1.3638800486967775, 1.4747904765051603, 0.0771647624510289, -0.30347585795526427, -0.608128574973642, -1.153863490766179, -0.5763449351596844, 2.031515009827143, 0.3655005530692803, -1.6977241090569055]",0.0
86,"[0.01744207545726215, -1.1222263013669385, 1.3462225951935591, 1.4399623055080226, 0.17662847713016847, -0.23619314421554108, -0.7783912564424257, -1.0472177072149251, -0.46407580997841374, 2.089059709182973, 0.0659450508414597, -1.9261550148967577]",0.0
87,"[-0.21738379632541902, -1.1863584174129511, 1.5264323985269237, 1.4751440619975171, 0.050535318851894495, -0.022691597899365222, -0.7154604776484327, -1.1492346543362124, -0.3314698745674935, 2.101769189448543, -0.19706872911466417, -2.1077475760719575]",0.0
88,"[0.5936423124871549, 0.808188504920143, 0.43353827813706286, -0.04921603337618731, -1.274983617595938, -0.9065221265081448, 2.4883128918668977, -0.05275457690818732, -0.26641480922815325, -0.39137409170926024, -0.41584567218619817, 1.2835532859431198]",0.0
89,"[1.2745982788032892, 0.23779799559949324, 0.5932062211287402, -0.14933022968207105, -0.9819271982612908, -0.5637794330053464, 1.797739615089511, 0.271322648580826, -1.0801018660386592, -0.22337064944875576, 0.16893267769595235, 0.9760922974888612]",0.0
90,"[0.8198833216599748, 0.08255712836555236, 0.1541323501016947, -0.3243656559634216, -0.6200900150224504, -0.4832872007933877, 1.5806571743268665, 0.17268279620703517, -1.168313622165154, -0.4606714496629401, -0.16474723331260385, 1.2300211612151952]",0.0
91,"[0.6386917069770697, -0.17127746367990787, -0.0993597006229866, -0.12106106956815062, -0.3102341831144796, -0.7257687419406227, 1.51413148388067, 0.022662859460617298, -1.2607425727970523, -0.20823300853585747, -0.47477776066792293, 1.3338970336990934]",0.0
92,"[1.039265185936019, -0.628892507974999, 0.051169708956653445, 0.3819496518585294, -0.5714589738913891, -0.45189278790031423, 1.660472142957954, -0.5741962604878662, -1.2499723125781632, 0.24683498727980271, -0.3601668847777252, 0.9778132964225846]",0.0
93,"[1.0832564123011863, -0.8724424948335789, 0.22596476336785543, 0.6669430945529751, -0.9221959535561397, 0.272753622700732, 1.3418070148466523, -1.0064448297036437, -1.162105676161691, 0.23343948393171596, 0.37363884182218304, 0.42869688400617767]",0.0
94,"[1.5493955041025813, -1.116607083631926, 0.5338057539504979, 0.9666138710351484, -1.0632845112232254, 0.7831308974283143, 0.7191207369719947, -1.004013060705929, -1.0409770754975125, -0.1537212533343107, 1.0852657171425224, 0.3908983126881356]",0.0
95,"[1.7929111807884868, -1.0597883315769725, 0.5555441089807349, 1.0556431621556488, -0.8262960853313017, 0.36278489968371347, 0.8465154186469497, -1.0824881369136832, -1.1659987948418291, 0.48825192598908634, 1.169176711697513, 0.23887070161647997]",0.0
96,"[1.3609599561139016, -0.7250657387834751, 0.11149196541025831, 1.5061075435631954, -0.31127977442958454, 0.16617730171475492, 0.6093701988841408, -1.202022948101618, -0.9258880697587365, 0.8119916346003581, 1.193228980932577, -0.10879825666303354]",0.0
97,"[1.2157635480546192, -0.7992529820193768, 0.34763179086859614, 1.472333057333281, 0.007916427782686636, -0.4331636027024903, 0.45270738539372907, -1.3047179219675766, -0.7992628063958982, 1.5118344715818302, 0.3177283952041597, -0.44627708967707924]",0.0
98,"[0.7068488114528484, -1.1828923019279662, 0.7893001019090791, 1.3801992855898886, -0.06920329502542467, -0.36879772928046123, 0.19614039109815265, -1.153113749654283, -0.8696125131402258, 1.7526917598816925, 0.19853469582068137, -1.029713843987582]",0.0
99,"[0.5637337588786058, -1.509892461257508, 1.0070132987072735, 1.3729437112867287, -0.15180869057827687, -0.25055404702370854, 0.01654019094451002, -1.1019162109436829, -0.9713512783888427, 1.926959676079914, 0.31949101962465226, -1.6211396565062113]",0.0
100,"[0.4228428999109243, -1.5974213556923782, 0.9876190965362367, 1.6285365202917124, -0.22866333389805168, -0.060547719247425476, -0.12612625695883067, -1.2749108231537647, -0.7979244153253212, 1.6840984782495425, 0.3590644558995961, -1.7300970047891562]",0.0
101,"[0.2695571900715519, 0.1558723552128887, 0.42857526700547544, -1.2572726907072576, -1.7931182941451689, -0.826322973945332, 1.9081047244708487, 0.6222471253636443, -0.481357048141274, 1.5944190134495153, -1.221717557235387, -1.400888024546108]",0.0
102,"[0.5310442344959279, -0.1998803994091946, 0.731557024057068, -1.3622592950978172, -1.7421420358742419, -0.6503146884592259, 1.8735235246988267, 0.7222691091784957, -0.7696624780959965, 1.3838009004974225, -0.9880137033571676, -1.1618231568736694]",0.0
103,"[0.2635725642861372, -0.39749288219187767, 0.864145117873196, -1.3287641414068645, -1.6324138543411846, -0.3972753018558408, 1.7952879382090565, 0.7225298886956769, -0.9513217088766527, 1.1223899995805837, -0.6192726745901285, -1.015311800279054]",0.0
104,"[0.22156358124005493, -0.4936740948437274, 0.8258145558864343, -1.1648383712953618, -1.4795071694857647, -0.13411071118314033, 1.827595885024538, 0.5480749111893801, -1.0390915434232402, 0.9703727004666167, -0.5349285780346741, -0.8347337226858387]",0.0
105,"[0.12350083821943092, -0.40308815439676954, 0.7405826230214615, -0.8806016015545599, -1.3205331096750879, -0.04017170554487517, 1.7572241677739624, 0.6673163454204862, -1.1157754594795757, 0.3890945107069222, -0.16640913633763965, -0.5681419299629499]",0.0
106,"[0.5805361860715565, -0.5994155603963035, 0.9017370275267201, -0.9863873091578453, -1.1875184314235838, 0.23840747905554252, 1.6673645930558363, 0.7465672406918545, -1.3290552314968542, 0.08502380600096111, -0.09275157984014286, -0.20655099609852606]",0.0
107,"[0.5988311258812311, -0.7049455070994791, 0.9257890125924695, -0.7731681855568918, -0.9797881540567979, 0.4858504399776108, 1.541384086185241, 0.7099603159675428, -1.4230077593851955, -0.16628630768777206, 0.164863533319501, 0.024796550039531292]",0.0
108,"[0.5952630879068775, -0.8090945948990226, 0.8612851292936772, -0.5115538156170729, -0.7302931306387772, 0.6560180667414448, 1.3084417410746403, 0.6776432143008619, -1.484380144891973, -0.43542399490242917, 0.42366715894553414, 0.006852871683182972]",0.0
109,"[0.5493158537959655, -0.8167352144683987, 0.7602210077819984, -0.29793867626467985, -0.4882645128089003, 0.6332276349768798, 1.1584863454647183, 0.48319948680262576, -1.4553732541422328, -0.4690571791847546, 0.4318658805357109, 0.3208627139747156]",0.0
