,Multi-dimensional point data,Label
51,"[74.43, 41.56, 27.7, 32.88, 107.95, 5.0]",0
52,"[50.21, 29.76, 36.1, 20.45, 128.29, 5.74]",0
53,"[30.15, 11.92, 34.0, 18.23, 112.68, 11.46]",0
54,"[41.17, 17.32, 33.47, 23.85, 116.38, -9.57]",0
55,"[47.66, 13.28, 36.68, 34.38, 98.25, 6.27]",0
56,"[43.35, 7.47, 28.07, 35.88, 112.78, 5.75]",0
57,"[46.86, 15.35, 38.0, 31.5, 116.25, 1.66]",0
58,"[43.2, 19.66, 35.0, 23.54, 124.85, -2.92]",0
59,"[48.11, 14.93, 35.56, 33.18, 124.06, 7.95]",0
60,"[74.38, 32.05, 78.77, 42.32, 143.56, 56.13]",0
61,"[89.68, 32.7, 83.13, 56.98, 129.96, 92.03]",0
62,"[44.53, 9.43, 52.0, 35.1, 134.71, 29.11]",0
63,"[77.69, 21.38, 64.43, 56.31, 114.82, 26.93]",0
64,"[76.15, 21.94, 82.96, 54.21, 123.93, 10.43]",0
65,"[83.93, 41.29, 62.0, 42.65, 115.01, 26.59]",0
66,"[78.49, 22.18, 60.0, 56.31, 118.53, 27.38]",0
67,"[75.65, 19.34, 64.15, 56.31, 95.9, 69.55]",0
68,"[72.08, 18.95, 51.0, 53.13, 114.21, 1.01]",0
69,"[58.6, -0.26, 51.5, 58.86, 102.04, 28.06]",0
70,"[72.56, 17.39, 52.0, 55.18, 119.19, 32.11]",0
71,"[86.9, 32.93, 47.79, 53.97, 135.08, 101.72]",0
72,"[84.97, 33.02, 60.86, 51.95, 125.66, 74.33]",0
73,"[55.51, 20.1, 44.0, 35.42, 122.65, 34.55]",0
74,"[72.22, 23.08, 91.0, 49.14, 137.74, 56.8]",0
75,"[70.22, 39.82, 68.12, 30.4, 148.53, 145.38]",0
76,"[86.75, 36.04, 69.22, 50.71, 139.41, 110.86]",0
77,"[58.78, 7.67, 53.34, 51.12, 98.5, 51.58]",0
78,"[67.41, 17.44, 60.14, 49.97, 111.12, 33.16]",0
79,"[47.74, 12.09, 39.0, 35.66, 117.51, 21.68]",0
80,"[77.11, 30.47, 69.48, 46.64, 112.15, 70.76]",0
81,"[74.01, 21.12, 57.38, 52.88, 120.21, 74.56]",0
82,"[88.62, 29.09, 47.56, 59.53, 121.76, 51.81]",0
83,"[81.1, 24.79, 77.89, 56.31, 151.84, 65.21]",0
84,"[76.33, 42.4, 57.2, 33.93, 124.27, 50.13]",0
85,"[45.44, 9.91, 45.0, 35.54, 163.07, 20.32]",0
86,"[59.79, 17.88, 59.21, 41.91, 119.32, 22.12]",0
87,"[44.91, 10.22, 44.63, 34.7, 130.08, 37.36]",0
88,"[56.61, 16.8, 42.0, 39.81, 127.29, 24.02]",0
89,"[71.19, 23.9, 43.7, 47.29, 119.86, 27.28]",0
90,"[81.66, 28.75, 58.23, 52.91, 114.77, 30.61]",0
91,"[70.95, 20.16, 62.86, 50.79, 116.18, 32.52]",0
92,"[85.35, 15.84, 71.67, 69.51, 124.42, 76.02]",0
93,"[58.1, 14.84, 79.65, 43.26, 113.59, 50.24]",0
94,"[94.17, 15.38, 67.71, 78.79, 114.89, 53.26]",0
95,"[57.52, 33.65, 50.91, 23.88, 140.98, 148.75]",0
96,"[96.66, 19.46, 90.21, 77.2, 120.67, 64.08]",0
97,"[74.72, 19.76, 82.74, 54.96, 109.36, 33.31]",0
98,"[77.66, 22.43, 93.89, 55.22, 123.06, 61.21]",0
99,"[58.52, 13.92, 41.47, 44.6, 115.51, 30.39]",0
100,"[84.59, 30.36, 65.48, 54.22, 108.01, 25.12]",0
101,"[79.94, 18.77, 63.31, 61.16, 114.79, 38.54]",0
102,"[70.4, 13.47, 61.2, 56.93, 102.34, 25.54]",0
103,"[49.78, 6.47, 53.0, 43.32, 110.86, 25.34]",0
104,"[77.41, 29.4, 63.23, 48.01, 118.45, 93.56]",0
105,"[65.01, 27.6, 50.95, 37.41, 116.58, 7.02]",0
106,"[65.01, 9.84, 57.74, 55.18, 94.74, 49.7]",0
107,"[78.43, 33.43, 76.28, 45.0, 138.55, 77.16]",0
108,"[63.17, 6.33, 63.0, 56.84, 110.64, 42.61]",0
109,"[68.61, 15.08, 63.01, 53.53, 123.43, 39.5]",0
110,"[63.9, 13.71, 62.12, 50.19, 114.13, 41.42]",0
111,"[85.0, 29.61, 83.35, 55.39, 126.91, 71.32]",0
112,"[42.02, -6.55, 67.9, 48.58, 111.59, 27.34]",0
113,"[69.76, 19.28, 48.5, 50.48, 96.49, 51.17]",0
114,"[80.99, 36.84, 86.96, 44.14, 141.09, 85.87]",0
115,"[129.83, 8.4, 48.38, 121.43, 107.69, 418.54]",0
116,"[70.48, 12.49, 62.42, 57.99, 114.19, 56.9]",0
117,"[86.04, 38.75, 47.87, 47.29, 122.09, 61.99]",0
118,"[65.54, 24.16, 45.78, 41.38, 136.44, 16.38]",0
119,"[60.75, 15.75, 43.2, 45.0, 113.05, 31.69]",0
120,"[54.74, 12.1, 41.0, 42.65, 117.64, 40.38]",0
121,"[83.88, 23.08, 87.14, 60.8, 124.65, 80.56]",0
122,"[80.07, 48.07, 52.4, 32.01, 110.71, 67.73]",0
123,"[65.67, 10.54, 56.49, 55.12, 109.16, 53.93]",0
124,"[74.72, 14.32, 32.5, 60.4, 107.18, 37.02]",0
125,"[48.06, 5.69, 57.06, 42.37, 95.44, 32.84]",0
126,"[70.68, 21.7, 59.18, 48.97, 103.01, 27.81]",0
127,"[80.43, 17.0, 66.54, 63.43, 116.44, 57.78]",0
128,"[90.51, 28.27, 69.81, 62.24, 100.89, 58.82]",0
129,"[77.24, 16.74, 49.78, 60.5, 110.69, 39.79]",0
130,"[50.07, 9.12, 32.17, 40.95, 99.71, 26.77]",0
131,"[69.78, 13.78, 58.0, 56.0, 118.93, 17.91]",0
132,"[69.63, 21.12, 52.77, 48.5, 116.8, 54.82]",0
133,"[81.75, 20.12, 70.56, 61.63, 119.43, 55.51]",0
134,"[52.2, 17.21, 78.09, 34.99, 136.97, 54.94]",0
135,"[77.12, 30.35, 77.48, 46.77, 110.61, 82.09]",0
136,"[88.02, 39.84, 81.77, 48.18, 116.6, 56.77]",0
137,"[83.4, 34.31, 78.42, 49.09, 110.47, 49.67]",0
138,"[72.05, 24.7, 79.87, 47.35, 107.17, 56.43]",0
139,"[85.1, 21.07, 91.73, 64.03, 109.06, 38.03]",0
140,"[69.56, 15.4, 74.44, 54.16, 105.07, 29.7]",0
141,"[89.5, 48.9, 72.0, 40.6, 134.63, 118.35]",0
142,"[85.29, 18.28, 100.74, 67.01, 110.66, 58.88]",0
143,"[60.63, 20.6, 64.54, 40.03, 117.23, 104.86]",0
144,"[60.04, 14.31, 58.04, 45.73, 105.13, 30.41]",0
145,"[85.64, 42.69, 78.75, 42.95, 105.14, 42.89]",0
146,"[85.58, 30.46, 78.23, 55.12, 114.87, 68.38]",0
147,"[55.08, -3.76, 56.0, 58.84, 109.92, 31.77]",0
148,"[65.76, 9.83, 50.82, 55.92, 104.39, 39.31]",0
149,"[79.25, 23.94, 40.8, 55.3, 98.62, 36.71]",0
150,"[81.11, 20.69, 60.69, 60.42, 94.02, 40.51]",0
151,"[48.03, 3.97, 58.34, 44.06, 125.35, 35.0]",0
152,"[63.4, 14.12, 48.14, 49.29, 111.92, 31.78]",0
153,"[57.29, 15.15, 64.0, 42.14, 116.74, 30.34]",0
154,"[41.19, 5.79, 42.87, 35.39, 103.35, 27.66]",0
155,"[66.8, 14.55, 72.08, 52.25, 82.46, 41.69]",0
156,"[79.48, 26.73, 70.65, 52.74, 118.59, 61.7]",0
157,"[44.22, 1.51, 46.11, 42.71, 108.63, 42.81]",0
158,"[57.04, 0.35, 49.2, 56.69, 103.05, 52.17]",0
159,"[64.27, 12.51, 68.7, 51.77, 95.25, 39.41]",0
160,"[92.03, 35.39, 77.42, 56.63, 115.72, 58.06]",0
161,"[67.26, 7.19, 51.7, 60.07, 97.8, 42.14]",0
162,"[118.14, 38.45, 50.84, 79.7, 81.02, 74.04]",0
163,"[115.92, 37.52, 76.8, 78.41, 104.7, 81.2]",0
164,"[53.94, 9.31, 43.1, 44.64, 124.4, 25.08]",0
165,"[83.7, 20.27, 77.11, 63.43, 125.48, 69.28]",0
166,"[56.99, 6.87, 57.01, 50.12, 109.98, 36.81]",0
167,"[72.34, 16.42, 59.87, 55.92, 70.08, 12.07]",0
168,"[95.38, 24.82, 95.16, 70.56, 89.31, 57.66]",0
169,"[44.25, 1.1, 38.0, 43.15, 98.27, 23.91]",0
170,"[64.81, 15.17, 58.84, 49.64, 111.68, 21.41]",0
171,"[78.4, 14.04, 79.69, 64.36, 104.73, 12.39]",0
172,"[56.67, 13.46, 43.77, 43.21, 93.69, 21.11]",0
173,"[50.83, 9.06, 56.3, 41.76, 79.0, 23.04]",0
174,"[61.41, 25.38, 39.1, 36.03, 103.4, 21.84]",0
175,"[56.56, 8.96, 52.58, 47.6, 98.78, 50.7]",0
176,"[67.03, 13.28, 66.15, 53.75, 100.72, 33.99]",0
177,"[80.82, 19.24, 61.64, 61.58, 89.47, 44.17]",0
178,"[80.65, 26.34, 60.9, 54.31, 120.1, 52.47]",0
179,"[68.72, 49.43, 68.06, 19.29, 125.02, 54.69]",0
180,"[37.9, 4.48, 24.71, 33.42, 157.85, 33.61]",0
181,"[64.62, 15.23, 67.63, 49.4, 90.3, 31.33]",0
182,"[75.44, 31.54, 89.6, 43.9, 106.83, 54.97]",0
183,"[71.0, 37.52, 84.54, 33.49, 125.16, 67.77]",0
184,"[81.06, 20.8, 91.78, 60.26, 125.43, 38.18]",0
185,"[91.47, 24.51, 84.62, 66.96, 117.31, 52.62]",0
186,"[81.08, 21.26, 78.77, 59.83, 90.07, 49.16]",0
187,"[60.42, 5.27, 59.81, 55.15, 109.03, 30.27]",0
188,"[85.68, 38.65, 82.68, 47.03, 120.84, 61.96]",0
189,"[82.41, 29.28, 77.05, 53.13, 117.04, 62.77]",0
190,"[43.72, 9.81, 52.0, 33.91, 88.43, 40.88]",0
191,"[86.47, 40.3, 61.14, 46.17, 97.4, 55.75]",0
192,"[74.47, 33.28, 66.94, 41.19, 146.47, 124.98]",0
193,"[70.25, 10.34, 76.37, 59.91, 119.24, 32.67]",0
194,"[72.64, 18.93, 68.0, 53.71, 116.96, 25.38]",0
195,"[71.24, 5.27, 86.0, 65.97, 110.7, 38.26]",0
196,"[63.77, 12.76, 65.36, 51.01, 89.82, 56.0]",0
197,"[58.83, 37.58, 125.74, 21.25, 135.63, 117.31]",0
198,"[74.85, 13.91, 62.69, 60.95, 115.21, 33.17]",0
199,"[75.3, 16.67, 61.3, 58.63, 118.88, 31.58]",0
200,"[63.36, 20.02, 67.5, 43.34, 131.0, 37.56]",0
201,"[67.51, 33.28, 96.28, 34.24, 145.6, 88.3]",0
202,"[76.31, 41.93, 93.28, 34.38, 132.27, 101.22]",0
203,"[73.64, 9.71, 63.0, 63.92, 98.73, 26.98]",0
204,"[56.54, 14.38, 44.99, 42.16, 101.72, 25.77]",0
205,"[80.11, 33.94, 85.1, 46.17, 125.59, 100.29]",0
206,"[95.48, 46.55, 59.0, 48.93, 96.68, 77.28]",0
207,"[74.09, 18.82, 76.03, 55.27, 128.41, 73.39]",0
208,"[87.68, 20.37, 93.82, 67.31, 120.94, 76.73]",0
209,"[48.26, 16.42, 36.33, 31.84, 94.88, 28.34]",0
210,"[61.73, 17.11, 46.9, 44.62, 120.92, 3.09]",1
211,"[64.31, 26.33, 50.96, 37.98, 106.18, 3.12]",1
212,"[61.54, 19.68, 52.89, 41.86, 118.69, 4.82]",1
213,"[54.95, 5.87, 53.0, 49.09, 126.97, -0.63]",1
214,"[48.8, 18.02, 52.0, 30.78, 139.15, 10.44]",1
215,"[40.41, -1.33, 30.98, 41.74, 119.34, -6.17]",1
216,"[53.94, 20.72, 29.22, 33.22, 114.37, -0.42]",1
217,"[82.91, 29.89, 58.25, 53.01, 110.71, 6.08]",1
218,"[56.1, 13.11, 62.64, 43.0, 116.23, 31.17]",1
219,"[45.25, 8.69, 41.58, 36.56, 118.55, 0.21]",1
220,"[39.09, 5.54, 26.93, 33.55, 131.58, -0.76]",1
221,"[49.0, 13.11, 51.87, 35.88, 126.4, 0.54]",1
222,"[67.54, 14.66, 58.0, 52.88, 123.63, 25.97]",1
223,"[54.75, 9.75, 48.0, 45.0, 123.04, 8.24]",1
224,"[54.6, 21.49, 29.36, 33.11, 118.34, -1.47]",1
225,"[74.57, 15.72, 58.62, 58.84, 105.42, 0.6]",1
226,"[51.53, 13.52, 35.0, 38.01, 126.72, 13.93]",1
227,"[34.76, 2.63, 29.5, 32.12, 127.14, -0.46]",1
228,"[38.13, 6.56, 50.45, 31.57, 132.11, 6.34]",1
229,"[43.12, 13.82, 40.35, 29.3, 128.52, 0.97]",1
230,"[54.5, 6.82, 47.0, 47.68, 111.79, -4.41]",1
231,"[49.83, 16.74, 28.0, 33.09, 121.44, 1.91]",1
232,"[50.68, 6.46, 35.0, 44.22, 116.59, -0.21]",1
233,"[74.98, 14.92, 53.73, 60.05, 105.65, 1.59]",1
234,"[48.17, 9.59, 39.71, 38.58, 135.62, 5.36]",1
235,"[63.62, 16.93, 49.35, 46.68, 117.09, -0.36]",1
236,"[50.75, 20.24, 37.0, 30.52, 122.34, 2.29]",1
237,"[50.16, -2.97, 42.0, 53.13, 131.8, -8.29]",1
238,"[46.24, 10.06, 37.0, 36.17, 128.06, -5.1]",1
239,"[69.0, 13.29, 55.57, 55.71, 126.61, 10.83]",1
